target_gene,top10_predictors
YBL029C-A,"['YLR178C', 'YDR034W-B', 'YDR170W-A', 'YHR087W', 'YDL181W', 'YEL039C', 'YDR171W', 'YER037W', 'YBR054W', 'YER067W']"
YBL029W,"['YMR319C', 'YHL028W', 'YDR403W', 'YDL048C', 'YER096W', 'YBR092C', 'YOR289W', 'YDL241W', 'YHR214W', 'YNR056C']"
YBL030C,"['YDL181W', 'YPR191W', 'YMR056C', 'YGL188C', 'YJR121W', 'YKL109W', 'YMR145C', 'YFR053C', 'YDR170W-A', 'YDL038C']"
YBL031W,"['YBR072W', 'YFL014W', 'Q0010', 'YLR363C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBL032W,"['YIL117C', 'YJR073C', 'YDR502C', 'YGR032W', 'YER081W', 'YFL014W', 'YIL080W', 'YML123C', 'YLR356W', 'YLR352W']"
YBL033C,"['YBR105C', 'YML123C', 'Q0055', 'YLR327C', 'YOR306C', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL034C,"['Q0055', 'YNR057C', 'YGL089C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL035C,"['YBR072W', 'YGL089C', 'YGR043C', 'YGR032W', 'YDR034W-B', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL036C,"['YNL160W', 'YFL014W', 'YIL117C', 'YML100W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBL037W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL038W,"['YLR327C', 'YDL038C', 'YOL052C-A', 'Q0065', 'YGR032W', 'YOR374W', 'YFL014W', 'YER081W', 'YFR053C', 'YGR161C']"
YBL039C,"['YKL180W', 'YBR072W', 'YDL130W', 'YOL058W', 'YCR005C', 'YBR092C', 'YPR149W', 'YGL089C', 'YJL088W', 'YKL152C']"
YBL040C,"['YFL014W', 'YBR054W', 'Q0010', 'YLR353W', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL041W,"['YER081W', 'YDR171W', 'YOR052C', 'YOR382W', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBL042C,"['YNL065W', 'YDR171W', 'YKL216W', 'YDL039C', 'YML123C', 'YNL036W', 'YML128C', 'YOL154W', 'YOL143C', 'YKR075C']"
YBL043W,"['YKL109W', 'YDL048C', 'YGL117W', 'YPR002W', 'YGR110W', 'YLR304C', 'YLR327C', 'YPL250C', 'YHR087W', 'YPL135W']"
YBL044W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL045C,"['YDL181W', 'YLL041C', 'YOR065W', 'Q0055', 'YOR382W', 'YGL089C', 'YPR191W', 'YML123C', 'YLR352W', 'YLR359W']"
YBL046W,"['YBR054W', 'YHR087W', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBL047C,"['YML100W', 'YDR170W-A', 'YGL089C', 'YIR006C', 'Q0055', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL048W,"['YBL049W', 'YBR072W', 'YDR034W-B', 'YGR032W', 'YHR096C', 'YGR161C', 'Q0130', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL049W,"['YBL048W', 'YGL121C', 'YGL156W', 'YDR034W-B', 'YBR072W', 'YGR032W', 'YER081W', 'YLR267W', 'YNL036W', 'YOR383C']"
YBL050W,"['YER081W', 'YOR382W', 'YLR327C', 'YGR008C', 'Q0055', 'YHR087W', 'YMR046C', 'YGR032W', 'YLR359W', 'YLR358C']"
YBL051C,"['YPR158W-A', 'YNL141W', 'YDR406W', 'YDL140C', 'YDL181W', 'Q0130', 'YLL009C', 'YIL169C', 'YNR058W', 'YOL058W']"
YBL052C,"['YGR032W', 'YLR327C', 'YER081W', 'YDR170W-A', 'YBR085C-A', 'YLR178C', 'YCR005C', 'YBR072W', 'YOR382W', 'YDR034W-B']"
YBL053W,"['YDL038C', 'YFL014W', 'YBR072W', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBL054W,"['YDL038C', 'YDR171W', 'YDR258C', 'YCR005C', 'YOR273C', 'YDR170W-A', 'YER081W', 'YGR159C', 'YFR015C', 'YAL061W']"
YBL055C,"['YDL039C', 'YML100W', 'YDR133C', 'YMR316W', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL056W,"['YFR053C', 'YFL014W', 'YAL061W', 'Q0130', 'Q0010', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL057C,"['YDR170W-A', 'YCL042W', 'YFR053C', 'Q0130', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL058W,"['YCL042W', 'YNL141W', 'YDR019C', 'YDL039C', 'YOR306C', 'YGL089C', 'YJR004C', 'YLR345W', 'YLR346C', 'YLR342W']"
YBL059C-A,"['Q0055', 'YFR053C', 'YDR406W', 'YLR327C', 'YFL014W', 'Q0065', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL059W,"['YLR327C', 'YFL014W', 'Q0070', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBL060W,"['YER081W', 'YDR170W-A', 'Q0010', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBL061C,"['YGL089C', 'YML100W', 'YML123C', 'YHR087W', 'YAL061W', 'YML128C', 'Q0130', 'Q0010', 'YLR356W', 'YLR363C']"
YBL062W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL063W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL064C,"['YOR374W', 'YDR034W-B', 'YLR178C', 'YJL153C', 'YLR400W', 'YML131W', 'YBR072W', 'YMR173W', 'YGR248W', 'YLR327C']"
YBL065W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL066C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL067C,"['YCL037C', 'YML128C', 'Q0070', 'YNL036W', 'YLR327C', 'YFL014W', 'YFR053C', 'YLR361C', 'YLR360W', 'YLR359W']"
YBL068W,"['YDR171W', 'YOL052C-A', 'YFR053C', 'YHR087W', 'YOR374W', 'YML123C', 'YLR178C', 'YLR327C', 'YBR072W', 'Q0010']"
YBL069W,"['YGR032W', 'YDR171W', 'YIL117C', 'YDL048C', 'YDR170W-A', 'YLR327C', 'YFL014W', 'YML123C', 'YFR015C', 'YLR356W']"
YBL070C,"['YFR053C', 'YBR072W', 'YHR087W', 'YFL014W', 'YML123C', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL071C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL071W-A,"['YML100W', 'YDR171W', 'YNL036W', 'YDL039C', 'YOL014W', 'YCL064C', 'YFR015C', 'YLR361C', 'YLR360W', 'YLR359W']"
YBL072C,"['YOL039W', 'YKL152C', 'YFL014W', 'Q0055', 'YMR046C', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL073W,"['YBR072W', 'Q0010', 'YLR339C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBL074C,"['YDR170W-A', 'Q0010', 'YLR362W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBL075C,"['YER103W', 'YDR034W-B', 'YJL144W', 'YBR072W', 'YMR175W', 'YMR107W', 'YGR161C', 'Q0010', 'YLR359W', 'YLR358C']"
YBL076C,"['YML128C', 'YCL030C', 'YBR085C-A', 'YBR072W', 'YGR043C', 'YAR073W', 'YFL014W', 'YDR077W', 'YNL036W', 'YDL130W-A']"
YBL077W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL078C,"['YDR171W', 'YDR034W-B', 'YGR032W', 'YLR327C', 'YBR072W', 'YNL036W', 'YDL038C', 'YGL089C', 'YBR085C-A', 'YER081W']"
YBL079W,"['YDR171W', 'YHR043C', 'YDL038C', 'YCL064C', 'Q0010', 'YLR352W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBL080C,"['YML100W', 'YLR327C', 'YDR258C', 'YKL103C', 'YCR005C', 'YDL038C', 'YOL058W', 'YGL156W', 'YBR072W', 'YOR382W']"
YBL081W,"['YDL038C', 'YDR171W', 'YLR327C', 'YHR087W', 'YBR072W', 'YLR345W', 'YLR355C', 'YLR362W', 'YLR361C', 'YLR360W']"
YBL082C,"['YBL083C', 'YHR087W', 'YFL014W', 'YBR054W', 'YIL117C', 'YBR072W', 'YGL089C', 'Q0010', 'YLR356W', 'YLR363C']"
YBL083C,"['YBL082C', 'YFL014W', 'YOR382W', 'YBR054W', 'YER081W', 'YGL089C', 'YBR244W', 'YOL058W', 'YFL064C', 'YPL111W']"
YBL084C,"['YGL089C', 'YDL039C', 'Q0055', 'YDL038C', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL085W,"['YDR170W-A', 'YMR169C', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBL086C,"['YDL038C', 'YDR133C', 'YGL089C', 'YEL039C', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL087C,"['YBR191W-A', 'YKL006W', 'YDR170W-A', 'YBR072W', 'YFL014W', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL088C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL089W,"['YBR072W', 'Q0010', 'YLR339C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBL090W,"['Q0070', 'YFL014W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBL091C,"['YOL058W', 'YDR019C', 'YFL014W', 'YGL089C', 'YOR382W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL091C-A,"['YPL058C', 'Q0055', 'YKL103C', 'YCR005C', 'YDL130W-A', 'YLR112W', 'snR10', 'YDR516C', 'YLR327C', 'YGR019W']"
YBL092W,"['YGL089C', 'YOL052C-A', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBL093C,"['YDR034W-B', 'Q0065', 'YDL038C', 'YJL153C', 'YFL014W', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W']"
YBL094C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL095W,"['YJL153C', 'YNR058W', 'YMR173W-A', 'Q0130', 'YIL080W', 'YGL089C', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL096C,"['YDL038C', 'YJR004C', 'YNR044W', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBL097W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL098W,"['YGR260W', 'YJR078W', 'YIR030C', 'YLR231C', 'YLR307W', 'YBR045C', 'YIL101C', 'YIL080W', 'YBR105C', 'YIR038C']"
YBL099W,"['YDL181W', 'YJR121W', 'Q0055', 'YJR077C', 'YOR065W', 'YGL188C', 'YBR039W', 'Q0010', 'YLR360W', 'YLR359W']"
YBL100C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL101C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL102W,"['YDR406W', 'YDL038C', 'YFL014W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBL103C,"['YCR005C', 'YMR096W', 'Q0130', 'YFL014W', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBL104C,"['YDR034W-B', 'YHR087W', 'YDL038C', 'YDR171W', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBL105C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBL106C,"['YFL014W', 'YBR054W', 'YJL153C', 'YNL160W', 'YER053C-A', 'YMR096W', 'YML123C', 'YJR078W', 'YLR352W', 'YLR359W']"
YBL107C,"['YIL014C-A', 'Q0065', 'YJR025C', 'YJL153C', 'YDL038C', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W']"
YBL107W-A,"['YDR210C-D', 'YMR158C-A', 'YLR400W', 'Q0055', 'YFL014W', 'Q0010', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBL108W,"['YFL014W', 'YLR361C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YBL109W,"['YBR054W', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBL112C,"['YFL066C', 'YBR072W', 'YDR171W', 'Q0010', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBR001C,"['YOR374W', 'YFR053C', 'YDL039C', 'YNL036W', 'YDR133C', 'YML100W', 'YDR074W', 'YGL089C', 'YIL101C', 'YBR296C']"
YBR002C,"['YER081W', 'YDL038C', 'YDR171W', 'YEL060C', 'YML100W', 'YML128C', 'YHR087W', 'YGL089C', 'Q0065', 'YLR359W']"
YBR003W,"['YFR053C', 'YNL160W', 'YHR087W', 'YML100W', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBR004C,"['YDL039C', 'YML100W', 'YDL038C', 'YFL014W', 'YMR316W', 'YIL117C', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W']"
YBR005W,"['YOL016C', 'YDR034W-B', 'YDR171W', 'YGR032W', 'YIL117C', 'YGL089C', 'YER081W', 'YLR351C', 'YLR359W', 'YLR358C']"
YBR006W,"['YDL169C', 'YGL156W', 'YLR178C', 'YIR038C', 'YDR034W-B', 'YJL153C', 'YGL089C', 'YMR196W', 'YBR054W', 'YDL038C']"
YBR007C,"['YML123C', 'YGL089C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBR008C,"['YFL014W', 'YLR361C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YBR009C,"['YNL030W', 'YDR225W', 'YDL227C', 'YEL060C', 'YDR210C-D', 'YJR078W', 'Q0065', 'YIL080W', 'YIL117C', 'YBR072W']"
YBR010W,"['YBR009C', 'YDR210C-C', 'YIL080W', 'YDL227C', 'YDR034W-B', 'YFL014W', 'YER103W', 'YIL117C', 'YLR360W', 'YLR359W']"
YBR011C,"['YGR234W', 'YGR032W', 'YGL089C', 'YNR058W', 'YML123C', 'YBR072W', 'Q0130', 'YLR362W', 'YLR361C', 'YLR360W']"
YBR012C,"['YLR400W', 'YIL080W', 'YOR153W', 'YER150W', 'YOR383C', 'YBR067C', 'YPR194C', 'YER081W', 'snR10', 'YFR053C']"
YBR013C,"['YJR156C', 'YJR078W', 'YGL255W', 'YML058W-A', 'YDR170W-A', 'YBR072W', 'YMR158C-A', 'YIL014C-A', 'YLR347C', 'YLR348C']"
YBR014C,"['YHR087W', 'YBR085C-A', 'YDL038C', 'YFL014W', 'YML123C', 'Q0055', 'YLR355C', 'YLR362W', 'YLR361C', 'YLR360W']"
YBR015C,"['YER081W', 'YOR383C', 'Q0065', 'YOR382W', 'YFL014W', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBR016W,"['Q0055', 'YBR054W', 'YOR153W', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBR017C,"['YHR087W', 'YDR170W-A', 'Q0055', 'YLR327C', 'YBR072W', 'YLR354C', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W']"
YBR018C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBR019C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBR020W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBR021W,"['YBL042C', 'YBR072W', 'YBR054W', 'YML123C', 'YGL089C', 'YDR171W', 'YDR258C', 'YGR032W', 'YKL120W', 'YNR056C']"
YBR022W,"['YIL014C-A', 'YIR030C', 'YOR289W', 'Q0055', 'YDL246C', 'Q0065', 'YDR170W-A', 'YER081W', 'YDR019C', 'YDL039C']"
YBR023C,"['YIL117C', 'YKL163W', 'YDR210C-C', 'YDR077W', 'Q0065', 'YDR034W-B', 'YNR044W', 'YDR019C', 'YBR072W', 'Q0010']"
YBR024W,"['YGL156W', 'YDR034W-B', 'YEL039C', 'YLR178C', 'YOR382W', 'Q0130', 'YKL151C', 'YBR072W', 'YFR053C', 'YPR160W']"
YBR025C,"['YMR006C', 'YOR108W', 'YGR032W', 'YAR073W', 'YNL036W', 'YFL014W', 'YER081W', 'YDR210W-B', 'YDR170W-A', 'YBR105C']"
YBR026C,"['YDL130W-A', 'YML128C', 'YCL042W', 'YGR008C', 'YGL089C', 'YGR043C', 'YBR072W', 'YNR057C', 'YJR078W', 'Q0010']"
YBR027C,"['YBR028C', 'YIL117C', 'YFL014W', 'YDR406W', 'YER081W', 'YNR056C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBR028C,"['YBR027C', 'YER081W', 'YDR222W', 'YIL117C', 'YDR034W-B', 'YNL036W', 'YBR072W', 'YOR382W', 'YLR348C', 'YLR354C']"
YBR029C,"['YDR171W', 'YDR502C', 'YGR043C', 'YNL036W', 'YGL089C', 'YGR032W', 'YDL038C', 'YPL283C', 'Q0065', 'YLR358C']"
YBR030W,"['YCL042W', 'YBR072W', 'YNL036W', 'YLR327C', 'YDR170W-A', 'YFR053C', 'YDR171W', 'YLR360W', 'YLR359W', 'YLR358C']"
YBR031W,"['YOR374W', 'YMR140W', 'YBR072W', 'YGR032W', 'YGR234W', 'YBR085C-A', 'YGL089C', 'YER081W', 'YML128C', 'YMR006C']"
YBR032W,"['YBR072W', 'Q0010', 'YLR339C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YBR033W,"['YGL156W', 'YML054C', 'YDR403W', 'YGR032W', 'YER081W', 'YHL012W', 'YFR053C', 'YOR108W', 'YIL072W', 'YLR327C']"
YBR034C,"['YNL141W', 'YDR171W', 'YNL112W', 'YNL036W', 'YDL038C', 'YER081W', 'YDL039C', 'YFR015C', 'YEL060C', 'YBR072W']"
YBR035C,"['YDL130W-A', 'YOL058W', 'YLR327C', 'YBR072W', 'YGL089C', 'Q0055', 'YFR053C', 'YNL036W', 'Q0070', 'YLR345W']"
YBR036C,"['YGR032W', 'YDL038C', 'YDR171W', 'YLR327C', 'YOL052C-A', 'YFL014W', 'YGL089C', 'YBR072W', 'Q0010', 'YLR356W']"
YBR037C,"['YDL038C', 'YAL061W', 'Q0130', 'YER067W', 'YLR327C', 'YFR053C', 'YHR087W', 'YOL154W', 'YML100W', 'YOR382W']"
YBR038W,"['Q0065', 'YOL100W', 'YNL160W', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBR039W,"['YJR077C', 'YDL181W', 'YGL187C', 'YER081W', 'YLR348C', 'Q0130', 'YLR327C', 'YKL150W', 'YMR046C', 'YFL014W']"
YBR040W,"['YML047C', 'YLR307W', 'YGR109W-A', 'YIL037C', 'YHR015W', 'YHL047C', 'YOR383C', 'Q0070', 'YML123C', 'Q0130']"
YBR041W,"['YDR170W-A', 'Q0055', 'YHR087W', 'YGL117W', 'YGL089C', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBR042C,"['YLR327C', 'YMR046C', 'Q0055', 'YGL089C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YBR043C,"['YGR032W', 'YOL058W', 'YOR383C', 'YMR096W', 'YGL089C', 'YGL193C', 'YNR056C', 'Q0130', 'YBR047W', 'YGL255W']"
YBR044C,"['YNL160W', 'YHR087W', 'YGL089C', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YBR045C,"['YLR307W', 'YAL018C', 'YHR185C', 'YJR078W', 'YBR148W', 'YJL153C', 'YNL034W', 'YOR383C', 'YDR171W', 'YGL089C']"
YBR046C,"['YBR047W', 'YIR038C', 'YLR178C', 'YBR169C', 'YBR054W', 'YHR087W', 'YOR374W', 'YDL130W-A', 'YGL089C', 'YKL103C']"
YBR047W,"['YBR046C', 'YGL117W', 'YOR382W', 'YHR137W', 'YMR034C', 'YOR383C', 'YFL014W', 'YLR136C', 'YMR096W', 'YMR011W']"
YBR048W,"['YDR171W', 'YOR374W', 'YGR043C', 'YLR327C', 'YGR032W', 'YLR344W', 'YOR289W', 'YBR072W', 'YLR178C', 'YDR034W-B']"
YBR049C,"['YDR034W-B', 'YOR161C', 'YER081W', 'YEL059C-A', 'YDR406W', 'YER124C', 'YOR382W', 'YJR078W', 'YML058W-A', 'YLR298C']"
YBR050C,"['YGR292W', 'YBR296C', 'YJR078W', 'YJL153C', 'YDL039C', 'YLR327C', 'YDR403W', 'YGL089C', 'YLR358C', 'YLR357W']"
YBR051W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBR052C,"['YDL130W-A', 'YGR008C', 'YFR053C', 'YCL040W', 'YOR374W', 'YAL061W', 'Q0065', 'YDL038C', 'YGL089C', 'YLR355C']"
YBR053C,"['YDL130W-A', 'YKL103C', 'YHR087W', 'YBR169C', 'YNL160W', 'YCR005C', 'YDL038C', 'YLR178C', 'snR10', 'YDR170W-A']"
YBR054W,"['YNL160W', 'YPR156C', 'YDR033W', 'YMR011W', 'YHR094C', 'YER053C-A', 'YJL217W', 'YGL121C', 'YHR087W', 'YJR078W']"
YBR055C,"['YOR382W', 'Q0010', 'YLR361C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBR056W,"['YLR178C', 'YHR087W', 'YDR171W', 'YHR138C', 'YJL153C', 'YDR034W-B', 'YKL103C', 'YLR413W', 'YGR035C', 'YDL130W-A']"
YBR057C,"['YDL038C', 'YFR053C', 'YDR133C', 'YGL089C', 'YOL058W', 'YFL014W', 'YHR087W', 'YLR354C', 'YLR362W', 'YLR361C']"
YBR058C,"['YDR170W-A', 'YHR087W', 'YLR178C', 'Q0055', 'Q0010', 'YLR354C', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W']"
YBR058C-A,"['YFL064C', 'snR10', 'YNR058W', 'Q0065', 'YKR093W', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBR059C,"['YDR171W', 'YML100W', 'YGR032W', 'YGL089C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YBR060C,"['YBR072W', 'YFL014W', 'YDR034W-B', 'YGR032W', 'YGR043C', 'Q0010', 'YLR354C', 'YLR361C', 'YLR360W', 'YLR359W']"
YBR061C,"['YDR258C', 'YDR171W', 'YDR034W-B', 'YGR043C', 'YLR327C', 'YGR032W', 'YDL038C', 'YOR374W', 'YCL040W', 'YCR005C']"
YBR062C,"['YNL112W', 'Q0055', 'YDR171W', 'YLR327C', 'YIL080W', 'YER081W', 'YNL036W', 'YNR056C', 'YLR343W', 'YLR353W']"
YBR063C,"['YGL089C', 'YIL080W', 'YML123C', 'YDR170W-A', 'YLR303W', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YBR064W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YBR065C,"['YJL225C', 'YDR170W-A', 'YOL067C', 'Q0055', 'YGL089C', 'YML123C', 'YNL036W', 'YBR072W', 'YLR355C', 'YLR362W']"
YBR066C,"['YPL156C', 'YGR052W', 'YOR028C', 'YGR161C', 'YBR072W', 'YIL080W', 'YOR273C', 'YOL155C', 'YMR317W', 'YMR189W']"
YBR067C,"['YPR126C', 'YPR149W', 'YIL080W', 'YKL163W', 'YCL064C', 'YLR413W', 'YLR400W', 'YOR383C', 'YKL109W', 'YKR013W']"
YBR068C,"['YKR093W', 'YBR069C', 'YJR109C', 'YDR077W', 'YPL265W', 'YER073W', 'YDR019C', 'YER081W', 'YML123C', 'YLR303W']"
YBR069C,"['YBR092C', 'YDR046C', 'YEL065W', 'YHR094C', 'YDR171W', 'YBR085C-A', 'YEL039C', 'YPL265W', 'YIR017C', 'YLR413W']"
YBR070C,"['YDR170W-A', 'YML058W-A', 'YBR085C-A', 'YEL039C', 'YOR153W', 'Q0130', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C']"
YBR071W,"['YLR194C', 'YEL060C', 'YDL038C', 'YDR171W', 'YNL015W', 'YOR374W', 'YER081W', 'YJL153C', 'YJR004C', 'YMR046C']"
